selectedPart,alignmentCategory,anchorCategory,anchorDistance,alignmentDistance,round5Distance,alignmentType,alignmentPosition,chartType,selectedLabel,G,E,F,B,C,D,A,G_ind,E_ind,F_ind,B_ind,C_ind,D_ind,A_ind,UID
39,aligned,far-anchor,11,0,1,0,0,line,F,20,10,39,9,2,14,6,2,5,0,3,6,4,1,3
21,aligned,near-anchor,4,0,1,100,79,pie,E,1,21,26,17,17,3,15,3,6,1,2,0,5,4,3
34,aligned,far-anchor,9,0,1,0,0,line,B,9,14,15,34,3,14,11,6,2,3,0,4,1,5,3
24,aligned,near-anchor,1,0,1,75,75,line,A,8,5,17,1,31,14,24,4,3,0,6,1,2,5,3
27,near-align,near-anchor,2,4,2,50,54,pie,G,27,20,4,19,14,5,11,4,2,0,1,6,5,3,3
51,far-align,far-anchor,1,10,1,0,10,pie,G,51,1,4,10,12,10,12,1,6,5,0,3,2,4,3
21,far-align,near-anchor,4,6,1,50,35,line,F,10,18,21,15,18,7,11,0,2,3,6,5,1,4,3
24,aligned,near-anchor,1,0,1,25,1,line,E,12,24,1,32,1,7,23,4,1,0,5,6,3,2,3
39,near-align,far-anchor,11,4,1,0,4,line,D,8,6,13,4,20,39,10,5,4,2,0,3,1,6,3
25,far-align,anchor,0,12,0,25 and 50,13,line,G,25,6,20,11,3,13,22,1,4,6,3,2,0,5,3
32,aligned,far-anchor,7,0,2,50,50,line,E,7,32,6,35,6,2,12,0,4,1,3,5,2,6,3
45,aligned,far-anchor,5,0,0,25,25,line,D,5,13,7,11,12,45,7,2,0,6,5,4,3,1,3
29,far-align,near-anchor,4,7,1,50,57,line,E,13,29,10,8,13,14,13,2,5,3,1,0,6,4,3
21,far-align,near-anchor,4,7,1,75,61,line,D,13,8,18,18,12,21,10,4,2,1,6,0,5,3,3
23,far-align,near-anchor,2,9,2,25,16,pie,G,23,16,16,4,23,11,7,1,0,5,2,6,3,4,3
19,near-align,far-anchor,6,1,1,25,5,pie,F,21,5,19,26,6,14,9,5,0,1,4,6,2,3,3
36,near-align,far-anchor,11,4,1,75,35,line,E,20,36,10,15,5,7,7,1,3,0,5,2,6,4,3
44,near-align,far-anchor,6,1,1,75,30,pie,G,44,8,5,13,5,13,12,3,4,2,5,6,1,0,3
50,near-align,anchor,0,2,0,50 and 100,48,line,G,50,15,2,13,6,12,2,5,1,6,2,4,3,0,3
48,near-align,near-anchor,2,1,2,75,28,pie,C,13,9,17,6,48,1,6,0,1,5,6,3,4,2,3
25,near-align,anchor,0,3,0,50 and 75,47,pie,C,25,16,13,11,25,3,7,6,1,0,3,4,5,2,3
16,aligned,far-anchor,9,0,1,50,34,pie,C,8,26,8,12,16,26,4,6,3,1,5,2,0,4,3
19,far-align,far-anchor,6,8,1,75,64,line,G,19,18,22,6,5,17,13,5,2,1,3,0,6,4,3
50,near-align,anchor,0,3,0,0 and 50,3,pie,E,7,50,12,10,11,7,3,5,1,6,4,3,2,0,3
25,aligned,anchor,0,0,0,25 and 50,25,pie,D,1,13,12,25,9,25,15,5,1,0,6,4,2,3,3
53,near-align,far-anchor,3,2,2,25,27,line,E,2,53,6,17,9,8,5,2,3,5,0,4,1,6,3
38,far-align,far-anchor,12,6,2,50,44,line,F,7,11,38,2,15,13,14,5,6,4,0,2,3,1,3
27,near-align,near-anchor,2,2,2,75,46,pie,D,5,17,19,7,20,27,5,1,2,0,6,5,4,3,3
49,near-align,near-anchor,1,4,1,75,30,line,G,49,2,3,9,14,19,4,4,5,2,0,1,6,3,3
44,far-align,far-anchor,6,7,1,75,38,line,B,15,20,3,44,6,9,3,6,0,1,4,2,3,5,3
26,aligned,near-anchor,1,0,1,50,50,line,B,21,11,11,26,6,12,13,1,5,2,4,3,0,6,3
44,aligned,far-anchor,6,0,1,50,50,pie,B,20,9,9,44,5,6,7,3,2,1,5,0,6,4,3
16,far-align,far-anchor,9,5,1,75,64,pie,G,16,20,4,7,30,10,13,5,6,1,4,0,2,3,3
36,near-align,far-anchor,11,2,1,50,48,pie,B,10,17,5,36,9,16,7,2,0,1,4,5,3,6,3
15,near-align,far-anchor,10,3,0,50,32,pie,C,12,8,18,18,15,24,5,3,0,6,5,2,1,4,3
50,aligned,anchor,0,0,0,0 and 50,0,line,B,15,3,7,50,13,8,4,2,4,6,0,5,3,1,3
47,near-align,near-anchor,3,3,2,50,6,pie,E,18,47,10,4,6,5,10,3,1,2,5,0,6,4,3
32,aligned,far-anchor,7,0,2,50,50,pie,F,16,7,32,8,8,19,10,0,3,4,1,6,2,5,3
20,far-align,far-anchor,5,7,0,75,68,pie,G,20,13,12,21,10,21,3,5,0,6,3,4,2,1,3
21,near-align,near-anchor,4,2,1,75 and 100,77,line,C,12,11,21,4,21,2,29,4,3,0,1,5,6,2,3
27,far-align,near-anchor,2,10,2,100,63,line,C,10,29,7,3,27,10,14,6,3,4,2,5,1,0,3
28,near-align,near-anchor,3,4,2,0,4,pie,G,28,4,24,12,13,18,1,1,0,5,4,3,2,6,3
27,far-align,near-anchor,2,7,2,100,66,pie,F,13,21,27,7,15,9,8,2,0,5,6,4,3,1,3
20,near-align,far-anchor,5,3,0,75,58,pie,B,9,13,6,20,13,30,9,5,2,0,4,6,1,3,3
23,aligned,near-anchor,2,0,2,25,25,line,G,23,5,23,15,9,16,9,2,4,5,3,6,0,1,3
38,near-align,far-anchor,12,1,2,50,49,line,E,8,38,8,4,13,13,16,1,5,2,0,4,6,3,3
52,far-align,far-anchor,2,9,2,100,39,line,B,6,6,9,52,9,6,12,4,0,6,5,1,3,2,3
19,near-align,far-anchor,6,2,1,75,73,line,D,14,8,5,11,21,19,22,3,6,1,0,2,5,4,4
17,near-align,far-anchor,8,3,2,25,22,pie,A,15,7,15,5,18,23,17,6,1,0,4,3,5,2,4
27,near-align,near-anchor,2,1,2,50,22,line,D,15,2,15,19,7,27,15,5,4,0,3,1,2,6,4
28,aligned,near-anchor,3,0,2,0,0,line,C,8,4,14,12,28,13,21,5,3,4,2,0,6,1,4
40,near-align,far-anchor,10,3,0,100,57,pie,C,6,3,16,8,40,15,12,0,6,4,1,5,3,2,4
21,aligned,near-anchor,4,0,1,75,54,line,D,6,21,8,4,26,21,14,3,6,1,5,0,4,2,4
23,near-align,near-anchor,2,1,2,50,49,pie,G,23,13,17,8,20,13,6,4,0,2,6,5,1,3,4
49,far-align,near-anchor,1,10,1,50,11,pie,B,11,16,6,49,4,2,12,0,6,4,1,5,2,3,4
27,near-align,near-anchor,2,1,2,25,26,pie,D,22,7,16,16,4,27,8,0,4,3,5,1,2,6,4
52,near-align,far-anchor,2,3,2,100,45,pie,C,3,8,8,6,52,8,15,6,3,1,4,5,0,2,4
36,near-align,far-anchor,11,4,1,75,35,line,E,7,36,11,11,4,13,18,4,3,1,2,6,0,5,4
48,far-align,near-anchor,2,9,2,25,16,line,G,48,3,16,3,13,4,13,2,6,4,0,1,5,3,4
47,aligned,near-anchor,3,0,2,25,25,pie,C,7,6,5,15,47,5,15,6,4,2,5,3,1,0,4
44,aligned,far-anchor,6,0,1,75,31,line,D,12,1,16,11,8,44,8,0,6,4,1,5,3,2,4
20,aligned,far-anchor,5,0,0,50,30,line,D,10,21,24,5,9,20,11,6,1,3,5,0,2,4,4
21,near-align,near-anchor,4,4,1,75,58,pie,A,15,13,12,8,18,13,21,0,3,1,5,2,6,4,4
46,near-align,near-anchor,4,4,1,50,46,pie,A,3,4,8,16,10,13,46,0,2,6,3,1,4,5,4
17,aligned,far-anchor,8,0,2,50,50,pie,C,24,8,7,7,17,12,25,0,5,3,1,4,2,6,4
53,near-align,far-anchor,3,2,2,0,2,pie,C,27,2,1,3,53,9,5,3,0,4,2,1,5,6,4
23,far-align,near-anchor,2,8,2,75,60,pie,E,30,23,12,5,5,17,8,2,5,3,1,4,6,0,4
33,far-align,far-anchor,8,5,2,50,55,line,D,11,15,1,14,14,33,12,3,1,2,4,0,5,6,4
27,far-align,near-anchor,2,7,2,50,57,line,D,6,15,16,24,3,27,9,2,3,6,4,0,5,1,4
54,far-align,far-anchor,4,6,1,100,40,pie,G,54,3,6,12,19,5,1,5,1,6,3,4,2,0,4
37,far-align,far-anchor,12,5,2,0,5,pie,C,7,11,17,2,37,21,5,2,6,4,5,1,3,0,4
46,near-align,near-anchor,4,1,1,50,49,line,B,9,4,5,46,17,17,2,1,0,6,5,3,2,4,4
40,far-align,far-anchor,10,5,0,50,15,line,A,5,10,1,12,20,12,40,1,0,5,6,3,4,2,4
19,aligned,far-anchor,6,0,1,100,81,pie,G,19,3,24,6,13,30,5,6,3,5,0,4,2,1,4
29,aligned,near-anchor,4,0,1,75,46,pie,B,3,5,12,29,11,20,20,2,5,0,4,1,3,6,4
40,far-align,far-anchor,10,7,0,75,42,pie,B,5,8,10,40,10,17,10,3,6,2,4,0,1,5,4
24,aligned,near-anchor,1,0,1,25,25,pie,E,7,24,4,21,17,20,7,6,2,1,0,4,5,3,4
50,far-align,anchor,0,6,0,50 and 100,44,line,B,8,6,2,50,8,7,19,2,6,0,5,3,1,4,4
29,aligned,near-anchor,4,0,1,0,0,line,C,17,9,10,13,29,15,7,2,4,3,1,0,6,5,4
45,far-align,far-anchor,5,7,0,25,18,pie,C,9,9,3,14,45,11,9,0,6,4,5,2,3,1,4
33,aligned,far-anchor,8,0,2,50,50,line,F,9,7,33,13,9,8,21,3,0,4,1,6,5,2,4
52,far-align,far-anchor,2,10,2,25,35,line,F,7,8,52,9,6,11,7,5,3,4,2,6,1,0,4
24,near-align,near-anchor,1,2,1,50,48,pie,D,23,8,9,16,15,24,5,5,1,2,0,3,4,6,4
50,aligned,anchor,0,0,0,25 and 75,25,pie,F,8,3,50,11,14,8,6,2,0,3,4,1,5,6,4
23,far-align,near-anchor,2,8,2,75,60,line,B,10,13,19,23,17,7,11,0,4,1,5,6,3,2,4
28,aligned,near-anchor,3,0,2,50,50,pie,C,15,5,2,28,28,8,14,1,0,3,2,4,6,5,4
43,near-align,far-anchor,7,1,2,50,49,line,F,16,8,43,3,13,7,10,2,6,5,3,0,1,4,4
37,far-align,far-anchor,12,5,2,0,5,pie,A,7,16,19,5,7,9,37,3,2,6,0,4,5,1,4
45,near-align,far-anchor,5,4,0,25,21,pie,C,2,4,22,12,45,6,9,3,4,5,1,2,6,0,4
22,far-align,near-anchor,3,11,2,25 and 25,14,pie,G,22,19,14,11,18,11,5,1,5,0,4,6,2,3,4
20,aligned,far-anchor,5,0,0,25,5,pie,F,17,8,20,12,29,9,5,2,3,1,4,5,6,0,4
45,aligned,far-anchor,5,0,0,50,5,pie,B,19,12,6,45,2,5,11,5,2,4,1,6,0,3,4
26,aligned,near-anchor,1,0,1,75,49,line,G,26,8,4,18,11,21,12,4,3,5,2,0,6,1,4
25,aligned,anchor,0,0,0,25 and 50,25,pie,E,27,25,2,8,17,6,15,6,2,3,0,1,5,4,4
19,near-align,far-anchor,6,2,1,75,73,line,D,6,13,9,29,8,19,16,2,4,3,0,6,5,1,4
50,far-align,anchor,0,8,0,0 and 50,8,pie,C,3,10,8,2,50,7,20,6,3,0,5,1,4,2,4
25,aligned,anchor,0,0,0,25 and 50,25,line,C,17,14,6,23,25,11,4,6,1,5,4,2,0,3,4
45,far-align,far-anchor,5,6,0,25,19,line,C,13,13,6,18,45,3,2,1,3,0,6,2,5,4,4
25,near-align,anchor,0,2,0,0 and 25,2,line,B,10,2,32,25,8,9,14,6,0,5,1,3,2,4,4
24,near-align,near-anchor,1,3,1,25,4,line,D,19,4,4,9,23,24,17,3,0,5,2,4,1,6,4
32,far-align,far-anchor,7,5,2,25,30,line,C,23,3,4,7,32,21,10,1,0,2,5,3,6,4,4
18,far-align,far-anchor,7,6,2,75,69,line,F,12,13,18,32,13,3,9,4,6,5,1,3,2,0,4
15,aligned,far-anchor,10,0,0,75,75,line,D,10,40,21,4,7,15,3,6,4,1,3,2,5,0,4
32,near-align,far-anchor,7,2,2,50,48,line,A,15,11,18,11,5,8,32,6,1,0,3,5,2,4,4
30,far-align,far-anchor,5,5,0,0,5,line,D,8,22,3,17,5,30,15,3,5,4,6,0,1,2,4
43,far-align,far-anchor,7,8,2,50,42,line,E,9,43,17,6,13,2,10,5,4,0,6,3,2,1,4
24,far-align,near-anchor,1,9,1,50,35,line,G,24,5,11,28,8,20,4,3,6,1,4,5,2,0,4
45,near-align,far-anchor,5,4,0,50,46,pie,E,16,45,2,13,9,6,9,2,5,0,4,6,1,3,4
27,aligned,near-anchor,2,0,2,50,50,line,D,13,20,10,3,18,27,9,5,0,6,1,3,4,2,4
25,near-align,anchor,0,3,0,75 and 100,72,pie,E,10,25,17,4,17,24,3,3,5,1,2,0,4,6,4
16,aligned,far-anchor,9,0,1,100,84,line,B,30,9,12,16,11,10,12,4,3,0,6,5,2,1,4
46,far-align,near-anchor,4,7,1,75,36,pie,G,46,12,6,8,15,7,6,4,6,0,1,2,3,5,4
55,near-align,far-anchor,5,2,0,75,18,line,C,10,2,16,9,55,4,4,6,0,1,4,2,5,3,4
22,near-align,near-anchor,3,2,2,25,5,line,A,8,4,19,22,5,20,22,6,5,4,3,0,2,1,4
19,near-align,far-anchor,6,4,1,75,71,pie,E,19,19,10,5,3,33,11,1,5,6,4,2,3,0,4
50,near-align,anchor,0,3,0,25 and 75,22,line,B,13,4,8,50,10,5,10,0,1,5,3,6,2,4,4
27,far-align,near-anchor,2,8,2,75,40,line,F,10,16,27,12,7,24,4,6,5,3,1,4,0,2,4
51,far-align,far-anchor,1,7,1,75,17,line,B,7,5,10,51,11,5,11,0,3,1,2,6,4,5,4
50,aligned,anchor,0,0,0,0 and 50,0,line,A,1,9,15,7,10,8,50,4,3,1,2,6,5,0,4
55,near-align,far-anchor,5,1,0,0,1,line,D,5,13,1,5,9,55,12,4,3,0,5,6,1,2,4
24,near-align,near-anchor,1,3,1,50,29,line,G,24,16,24,8,5,10,13,2,0,3,5,6,4,1,4
52,far-align,far-anchor,2,9,2,100,39,pie,E,5,52,8,9,7,11,8,0,5,2,6,4,3,1,4
27,far-align,near-anchor,2,5,2,0,5,pie,A,12,4,19,20,5,13,27,6,4,2,3,0,5,1,4
23,near-align,near-anchor,2,1,2,75,53,line,B,4,5,22,23,26,19,1,2,5,1,4,3,6,0,4
45,near-align,far-anchor,5,4,0,75,34,line,B,3,14,15,45,6,6,11,3,1,6,4,0,5,2,4
25,far-align,anchor,0,5,0,25 and 50,20,line,B,11,14,20,25,9,10,11,1,3,5,2,0,6,4,4
53,far-align,far-anchor,3,9,2,0,9,pie,B,7,9,19,53,3,3,6,4,0,5,1,6,2,3,4
21,aligned,near-anchor,4,0,1,50,29,pie,E,16,21,14,11,14,11,13,1,2,4,5,6,3,0,4
31,near-align,far-anchor,6,4,1,75,40,pie,C,11,20,10,15,31,8,5,5,1,4,0,3,6,2,4
28,far-align,near-anchor,3,5,2,50,17,pie,B,16,11,15,28,10,3,17,4,5,3,1,2,6,0,4
19,near-align,far-anchor,6,2,1,50,48,pie,C,17,11,21,17,19,3,12,3,2,5,0,4,1,6,4
50,near-align,anchor,0,3,0,0 and 50,3,pie,B,17,6,1,50,16,3,7,3,4,6,1,5,0,2,4
19,aligned,far-anchor,6,0,1,50,50,pie,A,8,8,1,13,28,23,19,1,6,3,2,0,5,4,4
23,far-align,near-anchor,2,6,2,75,58,line,B,20,3,6,23,19,14,15,2,1,3,5,6,4,0,4
25,far-align,anchor,0,10,0,25 and 50,15,pie,F,3,7,25,21,15,11,18,5,4,1,6,0,3,2,4
38,near-align,far-anchor,12,2,2,50,10,line,A,3,7,11,20,11,10,38,4,3,2,6,5,0,1,4
20,aligned,far-anchor,5,0,0,50,50,pie,B,18,16,14,20,11,9,12,0,5,6,4,1,2,3,4
52,far-align,far-anchor,2,6,2,75,17,pie,G,52,14,2,12,5,3,12,2,4,5,6,0,3,1,4
27,far-align,near-anchor,2,6,2,75,42,pie,D,5,8,20,15,6,27,19,6,0,4,2,5,3,1,4
23,far-align,near-anchor,2,11,2,25,13,line,B,13,9,8,23,27,14,6,0,6,5,1,4,2,3,4
46,near-align,near-anchor,4,2,1,50,6,pie,A,6,18,13,6,5,6,46,3,6,4,2,5,0,1,4
15,aligned,far-anchor,10,0,0,25,25,line,A,17,29,6,18,7,8,15,0,6,4,3,5,1,2,4
30,far-align,far-anchor,5,6,0,50,56,pie,B,8,14,11,30,6,13,18,1,6,4,5,3,2,0,4
54,far-align,far-anchor,4,9,1,0,9,pie,B,7,9,6,54,6,2,16,6,0,3,1,4,2,5,5
30,far-align,far-anchor,5,5,0,0,5,line,F,5,8,30,22,13,6,16,0,3,1,6,4,5,2,5
45,near-align,far-anchor,5,1,0,25,24,pie,C,6,14,12,7,45,5,11,0,4,6,2,3,5,1,5
30,far-align,far-anchor,5,6,0,100,64,pie,B,27,8,9,30,6,14,6,1,4,3,5,6,0,2,5
35,far-align,far-anchor,10,6,0,50,56,pie,G,35,11,27,6,5,9,7,5,1,3,0,4,6,2,5
46,aligned,near-anchor,4,0,1,75,29,pie,C,6,9,12,11,46,7,9,6,2,4,1,3,5,0,5
18,far-align,far-anchor,7,8,2,50,42,line,D,23,16,7,10,3,18,23,0,1,5,6,2,3,4,5
18,far-align,far-anchor,7,8,2,75,67,line,D,11,9,2,15,30,18,15,3,0,4,6,1,5,2,5
30,far-align,far-anchor,5,6,0,75,39,pie,D,11,16,10,8,13,30,12,6,1,2,5,0,3,4,5
19,aligned,far-anchor,6,0,1,0,0,line,G,19,6,9,21,26,6,13,0,2,4,6,1,5,3,5
36,near-align,far-anchor,11,1,1,100,63,line,G,36,10,13,5,22,13,1,5,3,1,4,2,0,6,5
24,far-align,near-anchor,1,8,1,25,17,line,E,24,24,4,17,10,12,9,3,1,4,0,6,5,2,5
36,near-align,far-anchor,11,2,1,50,48,pie,C,20,8,5,9,36,8,14,3,5,2,0,4,6,1,5
45,aligned,far-anchor,5,0,0,25,25,line,D,14,7,9,15,4,45,6,2,0,6,5,1,3,4,5
50,near-align,anchor,0,2,0,50 and 100,48,pie,F,10,10,50,2,11,5,12,4,2,5,6,0,3,1,5
18,far-align,far-anchor,7,6,2,50,44,line,C,4,10,22,12,18,9,25,6,0,1,2,3,4,5,5
25,far-align,anchor,0,8,0,25 and 50,17,pie,D,17,28,6,18,4,25,2,0,3,2,4,5,1,6,5
25,near-align,anchor,0,3,0,50 and 75,47,pie,C,15,20,8,18,25,13,1,6,3,0,1,4,5,2,5
46,near-align,near-anchor,4,3,1,50,47,line,E,16,46,7,3,6,15,7,1,5,6,3,2,0,4,5
50,aligned,anchor,0,0,0,25 and 75,25,line,D,3,8,7,3,14,50,15,0,2,4,6,1,3,5,5
26,far-align,near-anchor,1,8,1,25,33,pie,E,16,26,11,28,2,12,5,2,3,4,5,6,0,1,5
23,near-align,near-anchor,2,2,2,75,73,pie,G,23,12,26,4,17,16,2,5,1,0,6,3,2,4,5
19,far-align,far-anchor,6,9,1,25,15,pie,G,19,14,14,13,16,15,9,1,3,4,6,5,0,2,5
36,aligned,far-anchor,11,0,1,50,14,pie,G,36,12,5,14,18,10,5,1,6,3,0,5,2,4,5
53,aligned,far-anchor,3,0,2,100,47,pie,D,2,4,12,8,4,53,17,4,3,5,0,1,6,2,5
46,far-align,near-anchor,4,7,1,25,18,pie,C,13,12,9,6,46,5,9,6,1,5,0,2,3,4,5
54,near-align,far-anchor,4,3,1,0,3,line,A,4,3,3,5,26,5,54,6,0,5,3,2,4,1,5
16,near-align,far-anchor,9,1,1,75,58,line,F,16,10,16,38,8,1,11,6,5,4,2,0,1,3,5
21,near-align,near-anchor,4,1,1,50,28,line,E,18,21,13,14,14,10,10,1,2,4,6,5,3,0,5
52,far-align,far-anchor,2,5,2,0,5,line,D,8,8,11,13,5,52,3,2,6,3,5,0,1,4,5
24,near-align,near-anchor,1,1,1,50,27,pie,E,12,24,9,11,25,3,16,4,2,3,0,6,5,1,5
28,far-align,near-anchor,3,6,2,100,66,line,A,4,18,3,18,23,6,28,3,1,4,2,0,6,5,5
43,near-align,far-anchor,7,2,2,50,5,pie,B,1,16,2,43,14,5,19,4,3,6,1,2,0,5,5
30,near-align,far-anchor,5,2,0,75,43,line,C,21,6,11,2,30,12,18,6,5,3,1,4,0,2,5
28,far-align,near-anchor,3,5,2,100,67,line,F,7,21,28,6,4,5,29,3,2,5,4,1,6,0,5
23,near-align,near-anchor,2,1,2,75 and 100,76,line,C,22,8,28,12,23,6,1,4,2,0,1,5,3,6,5
21,far-align,near-anchor,4,6,1,75,60,pie,E,17,21,3,5,16,19,19,1,5,0,4,3,6,2,5
49,aligned,near-anchor,1,0,1,50,1,pie,F,2,6,49,29,1,4,9,2,5,1,6,0,3,4,5
29,near-align,near-anchor,4,3,1,100,68,line,F,14,8,29,4,31,3,11,3,2,5,4,0,6,1,5
43,near-align,far-anchor,7,3,2,0,3,line,D,15,8,17,9,3,43,5,2,5,4,6,0,1,3,5
19,far-align,far-anchor,6,7,1,75,63,pie,C,11,21,18,14,19,5,12,4,1,6,0,5,2,3,5
51,near-align,far-anchor,1,3,1,0,3,line,B,15,2,5,51,5,3,19,5,6,2,1,4,0,3,5
27,aligned,near-anchor,2,0,2,75,48,pie,E,4,27,20,15,21,10,3,5,4,1,0,6,2,3,5
45,near-align,far-anchor,5,2,0,0,2,pie,C,17,16,4,10,45,6,2,5,2,3,4,1,6,0,5
48,near-align,near-anchor,2,1,2,50,49,pie,F,12,17,48,7,3,7,6,1,2,5,3,6,0,4,5
43,near-align,far-anchor,7,3,2,50,4,pie,G,43,7,9,4,2,18,17,1,6,4,0,2,5,3,5
25,aligned,anchor,0,0,0,75 and 100,75,pie,C,15,13,21,5,25,7,14,0,3,5,1,6,4,2,5
49,far-align,near-anchor,1,5,1,50,6,pie,E,8,49,13,7,12,5,6,4,1,6,3,5,2,0,5
31,far-align,far-anchor,6,7,1,0,7,line,C,4,15,21,10,31,12,7,2,5,3,4,1,6,0,5
25,far-align,anchor,0,12,0,50 and 75,38,line,B,8,21,11,25,19,7,9,2,6,0,3,1,5,4,5
23,near-align,near-anchor,2,1,2,25,3,line,C,13,3,19,1,23,26,15,5,0,4,2,1,3,6,5
22,near-align,near-anchor,3,3,2,75,56,line,G,22,2,6,7,40,16,7,4,2,5,3,0,6,1,5
23,far-align,near-anchor,2,6,2,50,33,pie,F,12,11,23,6,21,8,19,4,5,3,2,6,0,1,5
53,near-align,far-anchor,3,3,2,75,19,line,E,11,53,7,11,6,8,4,6,2,4,0,5,1,3,5
25,aligned,anchor,0,0,0,25 and 50,25,line,G,25,17,22,13,3,9,11,2,5,1,3,0,4,6,5
29,far-align,near-anchor,4,5,1,25,30,pie,D,8,12,20,14,9,29,8,1,5,6,0,4,3,2,5
16,aligned,far-anchor,9,0,1,0,0,pie,E,8,16,18,24,10,16,8,2,0,3,5,6,4,1,5
46,far-align,near-anchor,4,8,1,25,17,pie,E,6,46,9,12,10,6,11,3,2,6,4,5,0,1,5
49,aligned,near-anchor,1,0,1,75,26,line,F,9,3,49,10,6,6,17,5,2,3,4,6,0,1,5
24,far-align,near-anchor,1,10,1,75,65,line,C,5,1,11,27,24,15,17,4,2,6,1,5,0,3,5
50,far-align,anchor,0,5,0,50 and 100,45,pie,E,8,50,8,11,14,4,5,3,5,4,0,2,1,6,5
46,aligned,near-anchor,4,0,1,25,25,line,B,7,12,7,46,13,5,10,4,5,2,3,1,0,6,5
48,near-align,near-anchor,2,3,2,50,47,pie,E,5,48,6,7,13,10,11,6,5,2,4,1,0,3,5
38,near-align,far-anchor,12,1,2,0,1,pie,G,38,9,21,1,3,12,16,1,5,6,0,3,2,4,5
25,near-align,anchor,0,2,0,25 and 50,23,line,E,14,25,9,10,13,16,13,3,2,5,0,1,4,6,5
50,far-align,anchor,0,5,0,50 and 100,45,line,B,12,7,11,50,5,3,12,4,0,3,5,6,2,1,5
44,aligned,far-anchor,6,0,1,0,0,pie,C,4,4,20,11,44,10,7,4,3,6,1,0,5,2,5
41,far-align,far-anchor,9,7,1,50,43,pie,G,41,5,9,8,25,1,11,4,6,0,1,3,2,5,5
55,far-align,far-anchor,5,10,0,25 and 100,35,line,D,7,7,10,7,9,55,5,2,1,6,3,0,5,4,5
20,far-align,far-anchor,5,9,0,75,66,pie,B,14,9,4,20,19,26,8,6,2,1,5,4,3,0,5
23,far-align,near-anchor,2,6,2,75,58,line,B,19,7,4,23,12,9,26,6,4,3,5,0,2,1,5
48,aligned,near-anchor,2,0,2,0,0,pie,D,14,1,10,10,12,48,5,6,1,4,2,3,0,5,5
18,near-align,far-anchor,7,3,2,50,29,pie,G,18,6,25,17,12,5,17,2,3,4,6,1,5,0,5
20,far-align,far-anchor,5,9,0,25,14,pie,B,5,3,6,20,23,14,29,5,4,3,1,6,0,2,5
50,aligned,anchor,0,0,0,0 and 50,0,pie,E,3,50,17,11,8,4,7,3,0,5,2,4,6,1,5
17,aligned,far-anchor,8,0,2,25,8,pie,E,24,17,7,8,6,6,32,6,1,4,0,3,2,5,5
29,near-align,near-anchor,4,1,1,50,49,pie,F,28,8,29,4,9,14,8,3,0,4,1,2,5,6,5
18,aligned,far-anchor,7,0,2,75,75,line,E,13,18,15,22,5,20,7,4,5,0,3,2,1,6,5
38,aligned,far-anchor,12,0,2,75,37,line,F,16,11,38,9,4,6,16,3,0,4,5,2,1,6,5
28,far-align,near-anchor,3,7,2,0,7,line,F,14,2,28,14,7,12,23,2,5,1,4,0,3,6,5
21,aligned,near-anchor,4,0,1,25,4,line,G,21,13,4,16,14,18,14,1,5,0,6,4,2,3,5
48,near-align,near-anchor,2,4,2,25,21,pie,G,48,17,4,2,5,10,14,2,0,1,5,4,3,6,5
28,aligned,near-anchor,3,0,2,25,25,pie,A,5,17,9,13,8,20,28,0,5,3,4,6,1,2,5
32,far-align,far-anchor,7,9,2,0 and 50,9,line,F,16,15,32,9,9,6,13,4,6,1,3,0,5,2,5
18,aligned,far-anchor,7,0,2,25,7,pie,B,19,7,27,18,7,12,10,4,6,5,1,0,3,2,5
43,far-align,far-anchor,7,7,2,75,39,line,B,7,4,19,43,9,14,4,3,0,2,4,1,5,6,5
50,near-align,anchor,0,4,0,50 and 100,46,line,D,12,7,9,11,4,50,7,2,1,0,4,6,5,3,5
27,far-align,near-anchor,2,8,2,25,33,line,B,5,16,4,27,19,12,17,2,0,6,3,5,1,4,5
31,aligned,far-anchor,6,0,1,50,50,line,E,15,31,3,16,14,13,8,2,4,6,5,1,0,3,5
33,near-align,far-anchor,8,3,2,50,47,line,D,8,8,4,19,12,33,16,3,2,5,1,0,4,6,5
17,near-align,far-anchor,8,4,2,75 and 100,79,pie,B,5,30,4,17,11,21,12,3,2,6,5,4,0,1,5
34,aligned,far-anchor,9,0,1,100,66,line,D,4,15,9,3,13,34,22,0,4,1,2,5,6,3,5
23,aligned,near-anchor,2,0,2,75,52,line,C,16,14,9,21,23,4,13,2,0,1,6,4,5,3,5
22,aligned,near-anchor,3,0,2,50,50,line,C,11,9,22,17,22,12,7,6,0,3,5,4,2,1,5
33,near-align,far-anchor,8,4,2,50 and 75,46,pie,G,33,5,20,10,1,10,21,4,2,6,0,5,1,3,5
17,near-align,far-anchor,8,1,2,75,57,line,C,1,25,14,20,17,13,10,5,6,1,3,4,0,2,5
19,far-align,far-anchor,6,5,1,50,36,line,A,7,8,12,8,29,17,19,0,4,2,5,6,1,3,6
52,far-align,far-anchor,2,5,2,100,43,line,A,8,9,9,8,9,5,52,0,3,2,4,1,6,5,6
46,aligned,near-anchor,4,0,1,50,50,line,E,15,46,11,7,11,4,6,3,5,2,0,1,6,4,6
48,far-align,near-anchor,2,8,2,50,42,line,D,5,10,2,15,4,48,16,2,6,1,4,0,5,3,6
31,far-align,far-anchor,6,7,1,50,57,pie,B,17,2,13,31,12,12,13,1,2,3,5,6,4,0,6
